PrimerID	derep result	derep result	FeatureID	id	molecularFormula	adduct	NPCpathway	NPCpathway Probability	NPCsuperclass	NPCsuperclass Probability	NPCclass	NPCclass Probability	ClassyFiremost specific class	ClassyFiremost specific class Probability	ClassyFirelevel 5	ClassyFirelevel 5 Probability	ClassyFiresubclass	ClassyFiresubclass Probability	ClassyFireclass	ClassyFireclass Probability	ClassyFiresuperclass	ClassyFiresuperclass probability	ClassyFireall classifications	row ID	row m/z	row retention time	064-0 Peak area	064-1 Peak area	064-2cm-B Peak area	064-3 Peak area	064-4 Peak area	064-5cm-B Peak area	064-6 Peak area	064-7 Peak area	064-8 Peak area	064-9 Peak area	064_Sum	085-0 Peak area	085-1 Peak area	085-2 Peak area	085-3 Peak area	085-4 Peak area	085-5cm-B Peak area	085-6 Peak area	085-7cm-B Peak area	085-8cm-A Peak area	085-9cm-B Peak area	085_Sum	115-0 Peak area	115-1 Peak area	115-2cm-B Peak area	115-3 Peak area	115-4cm-B Peak area	115-5 Peak area	115-6 Peak area	115-7 Peak area	115-8 Peak area	115-9 Peak area	115_Sum	123-0 Peak area	123-1 Peak area	123-2cm-B Peak area	123-3 Peak area	123-4 Peak area	123-5cm-B Peak area	123-6 Peak area	123-7 Peak area	123-8cm-B Peak area	123-9cm-B Peak area	123_Sum	OOI-0cm-B Peak area	OOI-2cm-B Peak area	OOI-3cm-B Peak area	OOI-4cm-B Peak area	OOI-5cm-B Peak area	OOI-6 Peak area	OOI-7cm-B Peak area	OOI-8cm-B Peak area	OOI_Sum
1078_Alkaloids_Porphyrins	Unassigned	N/A	1078	1046_220629_5mMatOOI_siriusfeaturelist_1078	C34H30N4O4	[M + H]+	Alkaloids	0.878287733	Tryptophan alkaloids	0.933068871	Carbazole alkaloids	0.578706264	Porphyrins	0.979950786	Unassigned	Unassigned	Porphyrins	0.979950786	Tetrapyrroles and derivatives	0.979565024	Organoheterocyclic compounds	0.999718606	Organic compounds; Organoheterocyclic compounds; Pyrroles; Alkyl aryl ethers; Anisoles; Porphyrins; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Tetrapyrroles and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	1078	559.2330009	16.766079	165.54913	154.40184	241.27275	308.56317	34.837524	107.92607	39.716576	0	0	0	1052.26706	0	0	197.76424	261.03406	215.88643	22.559015	145.80322	114.189766	0	0	957.236731	308.3658	769.5342	605.2708	525.71954	594.2437	848.09436	414.59662	525.8215	476.3043	512.4202	5580.37102	678.7886	358.65704	569.5066	494.25287	456.11258	351.91013	378.46707	250.38995	397.79428	356.02017	4291.89929	466.99628	90.20308	73.47182	98.758804	97.5877	68.73399	122.30946	118.51626	1136.577394
345_Alkaloids_Phenylpiperazines	Unassigned	N/A	345	1054_220629_5mMatOOI_siriusfeaturelist_345	C30H43Cl2N7O3	[M + H]+	Alkaloids	0.534556508	Pseudoalkaloids	0.139921367	Pyridine alkaloids	0.02651244	Phenylpiperazines	0.953683436	Phenylpiperazines	0.953683436	Piperazines	0.996780276	Diazinanes	0.99827826	Organoheterocyclic compounds	0.999990463	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Triazoles; Alcohols and polyols; Piperazines; Organohalogen compounds; Organonitrogen compounds; Aniline and substituted anilines; Primary alcohols; Organooxygen compounds; Azoles; Aryl chlorides; Chlorobenzenes; Organochlorides; Secondary alcohols; Phenylpiperazines; Trialkylamines; Benzene and substituted derivatives; Diazinanes; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Aryl halides; N-arylpiperazines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	345	620.2901681	13.802931	476.89795	176.06169	317.34384	702.06116	0	59.110245	0	0	0	0	1731.474885	388.33887	431.2143	205.11763	228.25412	193.39975	105.39491	197.23985	340.78934	197.77744	0	2287.52621	272.9185	126.62687	612.20874	0	492.35757	142.69292	201.65631	112.65947	438.71545	290.35803	2690.19386	175.2887	567.03577	0	816.43445	241.78812	259.3253	370.49103	226.13864	140.95847	112.92971	2910.39019	227.13109	75.39587	109.10581	146.33083	267.48755	284.74368	161.32687	106.51976	1378.04146
513_Alkaloids_Porphyrins	Unassigned	N/A	513	1077_220629_5mMatOOI_siriusfeaturelist_513	C36H40N4O6	[M + H]+	Alkaloids	0.993084908	Tryptophan alkaloids	0.974972963	Carboline alkaloids	0.664111733	Porphyrins	0.645834863	Unassigned	Unassigned	Porphyrins	0.645834863	Tetrapyrroles and derivatives	0.999447882	Organoheterocyclic compounds	0.999999166	Organic compounds; Organoheterocyclic compounds; Pyrroles; Porphyrins; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	513	625.3009323	14.929563	796.6294	75.576355	122.42133	304.82507	0	0	0	0	0	0	1299.452155	0	38.19568	0	0	0	0	0	0	0	0	38.19568	0	103.33183	428.64404	75.11582	466.9558	0	0	0	247.88281	392.79156	1714.72186	1984.5436	941.62085	88.30018	375.0901	398.7043	76.20763	445.07312	269.16937	0	0	4578.70915	0	0	0	0	0	0	0	0	0
1094_Alkaloids_Chlorins	Unassigned	N/A	1094	1109_220629_5mMatOOI_siriusfeaturelist_1094	C34H34N4O4	[M + Na]+	Alkaloids	0.963097155	Tryptophan alkaloids	0.748313248	Carboline alkaloids	0.679855347	Chlorins	0.790800035	Unassigned	Unassigned	Chlorins	0.790800035	Tetrapyrroles and derivatives	0.9787395	Organoheterocyclic compounds	0.999498248	Organic compounds; Organoheterocyclic compounds; Pyrroles; Imines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Chlorins; Carboxylic acid derivatives; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1094	585.2468876	16.860386	3537.1206	3230.6038	2201.1108	2821.9712	2032.8633	1124.8867	1198.6055	92.00438	83.33523	67.06234	16389.56385	6915.135	8987.503	6845.409	5580.3022	2060.444	284.0409	1362.3174	479.50528	297.8515	163.54547	32976.05375	13735.756	8621.375	3916.091	8826.804	2519.9695	9687.381	7157.56	6170.1084	1861.4728	2499.3298	64995.8475	5537.135	5522.4033	3930.197	3876.9583	2782.0957	6425.583	4297.9873	2512.2805	3670.6616	3892.901	42448.2027	312.2034	344.76376	359.63336	0	395.65433	640.0662	536.9638	625.3621	3214.64695
581_Alkaloids_Chlorins	Unassigned	N/A	581	1124_220629_5mMatOOI_siriusfeaturelist_581	C35H40N4O6	[M + H]+	Alkaloids	0.979759634	Tryptophan alkaloids	0.499792784	Carboline alkaloids	0.421102971	Chlorins	0.874125659	Unassigned	Unassigned	Chlorins	0.874125659	Tetrapyrroles and derivatives	0.999385834	Organoheterocyclic compounds	0.999998331	Organic compounds; Organoheterocyclic compounds; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Chlorins; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	581	613.3022044	15.241321	0	0	85.273315	47.0843	79.07234	180.64761	0	0	0	0	392.077565	0	0	0	0	0	0	0	175.26155	114.43858	0	289.70013	77.512215	118.51573	114.554855	0	139.10359	146.6842	91.09473	133.04265	197.81104	299.8822	1318.20121	0	0	290.3345	95.86457	91.399315	441.60114	99.08345	65.67225	536.8988	554.5632	2175.417225	0	0	0	0	0	0	0	69.004776	69.004776
1473_Alkaloids_Alpha amino acid amides	Unassigned	N/A	1473	1139_220629_5mMatOOI_siriusfeaturelist_1473	C27H59N9O4	[M + Na]+	Alkaloids	0.228567794	Ornithine alkaloids	0.398410201	Polyamines	0.210679486	Alpha amino acid amides	0.697014213	Amino acids and derivatives	0.587513268	"Amino acids, peptides, and analogues"	0.681533396	Carboxylic acids and derivatives	0.409237117	Organic acids and derivatives	0.353480279	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; 1,2-aminoalcohols; Alpha amino acid amides; Amines; Primary amines; Alkanolamines; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1473	596.457449	18.06114	0	0	0	0	0	0	0	0	0	0	0	0	61.92636	0	69.36388	0	0	0	0	0	0	131.29024	0	195.60493	0	393.98438	0	515.3677	511.6941	541.4269	0	0	2158.07801	43.85546	0	135.88081	0	0	389.691	40.211395	0	337.55106	369.01187	1316.201595	0	0	0	0	0	0	0	0	0
473_Alkaloids_Chlorins	Unassigned	N/A	473	1154_220629_5mMatOOI_siriusfeaturelist_473	C33H34N4O3	[M + H]+	Alkaloids	0.970121861	Tryptophan alkaloids	0.966776788	Carboline alkaloids	0.871719003	Chlorins	0.641255975	Unassigned	Unassigned	Chlorins	0.641255975	Tetrapyrroles and derivatives	0.994691432	Organoheterocyclic compounds	0.999964595	Organic compounds; Organoheterocyclic compounds; Pyrroles; Porphyrins; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Chlorins; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	473	535.2701512	14.666898	969.6847	75.19092	625.778	1375.9508	63.38733	142.09009	0	0	0	0	3252.08184	47.613937	0	0	0	0	0	64.13454	69.756065	0	0	181.504542	0	0	701.0308	0	251.41264	0	0	0	217.84506	116.70194	1286.99044	493.48517	675.00586	24.934196	188.43369	175.46848	0	205.13245	0	0	0	1762.459846	0	0	0	0	0	0	0	0	0
1163_Alkaloids_Tetrapyrroles and derivatives	Unassigned	N/A	1163	1169_220629_5mMatOOI_siriusfeaturelist_1163	C35H36N4O4	[M - H2O + H]+	Alkaloids	0.971541703	Tryptophan alkaloids	0.986312211	Carboline alkaloids	0.97696507	Tetrapyrroles and derivatives	0.997961283	Unassigned	Unassigned	Unassigned	Unassigned	Tetrapyrroles and derivatives	0.997961283	Organoheterocyclic compounds	0.999994755	Organic compounds; Organoheterocyclic compounds; Pyrroles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Tetrapyrroles and derivatives; Secondary alcohols; Carbonyl compounds; Substituted pyrroles; Aromatic alcohols; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1163	559.2692501	17.022253	510.36887	192.41193	459.9955	442.69983	115.31918	130.96822	49.206997	0	0	0	1900.970527	184.22743	201.97472	282.45004	216.80226	165.47614	0	121.172935	0	0	0	1172.103525	294.25558	204.87173	1117.0278	598.40326	744.0109	344.18875	377.03967	449.34982	498.94125	1091.4847	5719.57346	295.94962	393.51816	841.41266	998.00494	404.23285	1282.3584	424.98035	510.97784	815.14417	632.47314	6599.05213	70.94324	157.03026	111.593185	219.6966	194.29538	164.91566	150.09644	200.58862	1269.159385
659_Alkaloids_Amino acids and derivatives	Unassigned	N/A	659	1172_220629_5mMatOOI_siriusfeaturelist_659	C32H36N6O8	[M + H]+	Alkaloids	0.87684685	Pseudoalkaloids	0.577283144	pteridine alkaloids	0.222313672	Amino acids and derivatives	0.622509003	Amino acids and derivatives	0.622509003	"Amino acids, peptides, and analogues"	0.62954843	Carboxylic acids and derivatives	0.949104726	Organic acids and derivatives	0.986876607	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactams; Piperidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	659	633.2676336	15.511762	0	0	204.89978	183.52423	68.95225	130.0051	0	0	0	0	587.38136	128.62044	104.924675	47.750206	67.67312	0	0	0	118.18355	0	0	467.151991	321.06653	785.12134	272.86755	548.95026	96.292656	279.19424	241.30933	164.03291	208.59442	163.38861	3080.817846	84.80336	149.55301	999.60016	62.349346	39.621525	470.84674	143.72723	92.965195	653.8024	626.8875	3324.156466	0	0	65.48565	73.72038	48.241623	0	64.93685	71.848564	324.233067
1803_Alkaloids_Steroids and steroid derivatives	Unassigned	N/A	1803	1185_220629_5mMatOOI_siriusfeaturelist_1803	C34H55N5O2	[M + H]+	Alkaloids	0.749359548	Pseudoalkaloids	0.282192945	Steroidal alkaloids	0.167219728	Steroids and steroid derivatives	0.839922965	Unassigned	Unassigned	Unassigned	Unassigned	Steroids and steroid derivatives	0.839922965	Lipids and lipid-like molecules	0.905133486	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1803	566.4470406	19.2652	0	0	0	0	0	0	0	0	0	0	0	0	180.5619	155.59958	164.68402	72.63071	78.25521	0	0	0	0	651.73142	163.73833	92.99155	0	254.27646	0	190.41006	178.99792	147.22978	0	0	1027.6441	0	0	257.8615	0	0	219.53104	0	0	267.513	283.73172	1028.63726	0	0	0	0	0	0	0	0	0
1313_Alkaloids_Porphyrins	Unassigned	N/A	1313	1190_220629_5mMatOOI_siriusfeaturelist_1313	C31H32N4O3	[M + Na]+	Alkaloids	0.895576775	Tryptophan alkaloids	0.931574047	Carboline alkaloids	0.648165643	Porphyrins	0.898182988	Unassigned	Unassigned	Porphyrins	0.898182988	Tetrapyrroles and derivatives	0.986112177	Organoheterocyclic compounds	0.999662876	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyrroles; Alkyl aryl ethers; Porphyrins; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1313	531.2377644	17.42221	466.81012	439.21133	377.6668	563.184	305.54816	128.23102	59.387444	0	0	0	2340.038874	197.47403	109.0284	720.4424	713.38434	534.63196	0	354.54803	225.04094	90.97373	0	2945.52383	536.74347	148.65787	705.5511	1000.70636	568.34686	989.3414	1050.0419	792.53613	376.90634	548.2598	6717.09123	1217.8059	1254.114	0	706.00085	0	371.39066	737.2999	606.41113	0	0	4893.02244	0	235.69473	122.90665	98.26795	293.48615	191.14346	121.38928	159.55096	1222.43918
1472_Alkaloids_Acridines	Unassigned	N/A	1472	1216_220629_5mMatOOI_siriusfeaturelist_1472	C26H29N	[M + K]+	Alkaloids	0.936237037	Tryptophan alkaloids	0.948739529	Simple indole alkaloids	0.26580146	Acridines	0.757064402	Acridines	0.757064402	Benzoquinolines	0.734802723	Quinolines and derivatives	0.89566946	Organoheterocyclic compounds	0.979443669	Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Acridines; Organonitrogen compounds; Quinolines and derivatives; Benzoquinolines; Benzene and substituted derivatives; Benzenoids; Amines; Azacyclic compounds; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	1472	394.1921378	18.071037	0	79.08789	83.45859	0	291.33575	190.82936	410.81772	574.1712	537.0929	559.1551	2725.94851	0	0	52.77891	121.38546	135.81133	174.55945	255.95724	271.58936	353.3729	489.51685	1854.9715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
480_Alkaloids_N-carbamoyl-alpha amino acids and derivatives	Unassigned	N/A	480	1226_220629_5mMatOOI_siriusfeaturelist_480	C27H44N10O4	[M + Na]+	Alkaloids	0.806834698	Pseudoalkaloids	0.457885861	Purine alkaloids	0.367701352	N-carbamoyl-alpha amino acids and derivatives	0.598834753	Amino acids and derivatives	0.391514629	"Amino acids, peptides, and analogues"	0.43162626	Carboxylic acids and derivatives	0.688503206	Organic acids and derivatives	0.922357976	Organic compounds; Organoheterocyclic compounds; Alpha amino acids and derivatives; Triazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Guanidines; Azoles; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-carbamoyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Aminotriazines; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Tertiary amines; Carboximidamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	480	595.3385467	14.723592	0	78.20378	0	0	0	0	0	0	0	0	78.20378	0	0	0	0	0	0	0	0	0	0	0	0	0	114.352325	180.94118	316.53613	97.76548	100.36867	98.96157	393.40607	117.88667	1420.218095	57.32409	144.22162	435.1334	184.8786	208.72818	61.894604	323.61124	371.04608	0	0	1786.837814	0	0	0	0	0	0	0	0	0
1564_Alkaloids_Triterpenoids	Unassigned	N/A	1564	1242_220629_5mMatOOI_siriusfeaturelist_1564	C31H45N3	[M + H]+	Alkaloids	0.939206362	Pseudoalkaloids (transamidation)	0.440356672	Steroidal alkaloids	0.482342303	Triterpenoids	0.506647825	Unassigned	Unassigned	Triterpenoids	0.506647825	Prenol lipids	0.338656425	Lipids and lipid-like molecules	0.918516457	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organonitrogen compounds; Triterpenoids; Azasteroids and derivatives; Benzenoids; Amines; Steroidal alkaloids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	1564	460.3697701	18.353619	172.0652	120.07364	103.761185	100.481964	0	109.17745	0	0	0	0	605.559439	181.27911	252.91196	132.5611	161.63622	161.65459	70.27209	125.98169	56.922997	0	0	1143.219757	154.41095	68.60979	89.23876	238.79492	123.14541	285.05905	170.95111	247.4292	132.75261	140.10677	1650.49857	46.65975	84.30405	211.4283	226.56693	126.14238	190.559	254.95929	218.46693	180.59578	172.09314	1711.77555	0	0	0	0	0	0	0	0	0
928_Alkaloids_Chlorins_CNC310.618	_CNC310.618	CNC310.618	928	1267_220629_5mMatOOI_siriusfeaturelist_928	C34H34N4O4	[M + H]+	Alkaloids	0.930383384	Tryptophan alkaloids	0.94243145	Carboline alkaloids	0.923049986	Chlorins	0.526660979	Unassigned	Unassigned	Chlorins	0.526660979	Tetrapyrroles and derivatives	0.995198309	Organoheterocyclic compounds	0.999997139	Organic compounds; Organoheterocyclic compounds; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Chlorins; Carboxylic acid derivatives; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	928	563.2657047	16.574163	4753.9043	1999.1722	1610.695	3949.219	994.9624	1258.0741	596.37354	0	45.731915	0	15208.13246	6316.8027	4504.815	5785.7285	5406.7793	3831.1294	564.4807	3277.1794	1315.262	251.78125	146.36287	31400.32112	8727.653	7383.319	3380.7444	22203.066	6574.219	8469.487	6009.8965	6491.0317	4507.2817	1001.17773	74747.87603	6585.0996	9325.109	15105.725	2599.1025	4053.4277	8638.957	3926.081	3748.6829	10449.941	11243.644	75675.7697	1538.2701	1490.3923	1472.553	2539.408	1748.8698	2282.1572	2320.1113	3259.9382	16651.6999
